x,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,reference_11,reference_12,reference_13,reference_14,reference_15,reference_16,reference_17,reference_18,reference_19,reference_20,reference_21,reference_22,reference_23,reference_24,reference_25,reference_26,reference_27,reference_28,reference_29,reference_30,reference_31,reference_32,reference_33,reference_34,reference_35,reference_36,reference_37,reference_38,reference_39,reference_40,reference_41,reference_42,reference_43,reference_44,reference_45,reference_46,reference_47,reference_48,reference_49,reference_50
0.22,-0.40134131829270603,-0.4254525203319887,-0.44956372237127135,-0.47367492441055403,-0.49778612644983666,-0.5218973284891193,-0.5463348464656123,-0.5758302614688634,-0.6053256764721145,-0.6348210914753657,-0.6643165064786168,-0.693811921481868,-0.722834419931547,-0.7484282733678271,-0.7740221268041074,-0.7996159802403877,-0.8252098336766679,-0.8508036871129481,-0.87720457077482,-0.9072370904518543,-0.9372696101288884,-0.9673021298059226,-0.9973346494829568,-1.027367169159991,-1.057752398792053,-1.0892398470335765,-1.1207272952751,-1.1522147435166237,-1.1837021917581472,-1.2151896399996707,-1.245402961335633,-1.2726857907888047,-1.2999686202419765,-1.3272514496951482,-1.3545342791483201,-1.3818171086014919,-1.405923130329154,-1.4244697385371738,-1.4430163467451937,-1.4615629549532139,-1.4801095631612338,-1.4986561713692537,-1.517587817358598,-1.5370420146225965,-1.556496211886595,-1.5713523887548109,-1.5806909411480876,-1.5900294935413644,-1.2565010626905972,-0.5586764621430234
0.23,-0.3969187435847539,-0.4199291641187095,-0.44293958465266514,-0.4659500051866208,-0.48896042572057646,-0.511970846254532,-0.5353478193929985,-0.5644063579013818,-0.5934648964097652,-0.6225234349181485,-0.651581973426532,-0.6806405119349153,-0.7091584106781987,-0.733756671124508,-0.7583549315708175,-0.7829531920171268,-0.807551452463436,-0.8321497129097453,-0.8574881886125343,-0.8861576329694819,-0.9148270773264295,-0.943496521683377,-0.9721659660403246,-1.000835410397272,-1.0300496548339886,-1.0609663995199823,-1.091883144205976,-1.1227998888919701,-1.1537166335779638,-1.1846333782639575,-1.2140372195749474,-1.2399613831234277,-1.2658855466719083,-1.2918097102203887,-1.317733873768869,-1.3436580373173497,-1.3666300899632804,-1.3844359485297493,-1.4022418070962184,-1.4200476656626873,-1.4378535242291561,-1.455659382795625,-1.4731187948423223,-1.4901080294693299,-1.5070972640963372,-1.519983085900095,-1.5279448123159531,-1.5359065387318112,-1.2199134465293264,-0.5597183595448432
0.24,-0.3924961688768018,-0.4144058079054304,-0.436315446934059,-0.45822508596268763,-0.48013472499131626,-0.5020443640199449,-0.5243607923203848,-0.5529824543339004,-0.5816041163474159,-0.6102257783609315,-0.6388474403744471,-0.6674691023879626,-0.6954824014248506,-0.7190850688811891,-0.7426877363375275,-0.7662904037938658,-0.7898930712502042,-0.8134957387065426,-0.8377718064502486,-0.8650781754871096,-0.8923845445239706,-0.9196909135608315,-0.9469972825976924,-0.9743036516345533,-1.0023469108759242,-1.0326929520063883,-1.0630389931368525,-1.0933850342673166,-1.1237310753977807,-1.1540771165282449,-1.182671477814262,-1.2072369754580512,-1.2318024731018402,-1.2563679707456294,-1.2809334683894185,-1.3054989660332077,-1.3273370495974073,-1.3444021585223251,-1.361467267447243,-1.3785323763721606,-1.3955974852970785,-1.4126625942219964,-1.428649772326047,-1.4431740443160632,-1.4576983163060797,-1.4686137830453794,-1.4751986834838189,-1.4817835839222584,-1.183325830368056,-0.560760256946663
0.25,-0.3880735941688496,-0.4088824516921512,-0.4296913092154528,-0.45050016673875437,-0.4713090242620559,-0.49211788178535754,-0.513373765247771,-0.5415585507664188,-0.5697433362850666,-0.5979281218037144,-0.6261129073223621,-0.6542976928410099,-0.6818063921715025,-0.70441346663787,-0.7270205411042375,-0.749627615570605,-0.7722346900369724,-0.7948417645033399,-0.8180554242879631,-0.8439987180047374,-0.8699420117215116,-0.8958853054382859,-0.9218285991550602,-0.9477718928718345,-0.9746441669178597,-1.0044195044927942,-1.0341948420677285,-1.063970179642663,-1.0937455172175976,-1.123520854792532,-1.1513057360535766,-1.1745125677926742,-1.197719399531772,-1.22092623127087,-1.2441330630099676,-1.2673398947490655,-1.2880440092315337,-1.3043683685149006,-1.3206927277982674,-1.3370170870816342,-1.3533414463650009,-1.3696658056483677,-1.3841807498097713,-1.3962400591627966,-1.4082993685158218,-1.4172444801906634,-1.4224525546516844,-1.4276606291127054,-1.1467382142067857,-0.5618021543484828
0.26,-0.38365101946089747,-0.403359095478872,-0.42306717149684653,-0.44277524751482106,-0.46248332353279564,-0.48219139955077017,-0.5023867381751571,-0.5301346471989372,-0.5578825562227171,-0.5856304652464971,-0.6133783742702772,-0.6411262832940572,-0.6681303829181543,-0.6897418643945508,-0.7113533458709475,-0.7329648273473439,-0.7545763088237405,-0.776187790300137,-0.7983390421256773,-0.8229192605223651,-0.8474994789190526,-0.8720796973157403,-0.896659915712428,-0.9212401341091156,-0.9469414229597952,-0.9761460569792,-1.0053506909986047,-1.0345553250180095,-1.0637599590374143,-1.092964593056819,-1.119939994292891,-1.1417881601272974,-1.1636363259617037,-1.1854844917961103,-1.2073326576305168,-1.2291808234649233,-1.2487509688656604,-1.2643345785074762,-1.2799181881492918,-1.2955017977911076,-1.3110854074329232,-1.326669017074739,-1.339711727293496,-1.34930607400953,-1.3589004207255642,-1.3658751773359474,-1.36970642581955,-1.3735376743031524,-1.110150598045515,-0.5628440517503027
0.27,-0.3792284447529453,-0.39783573926559285,-0.4164430337782403,-0.43505032829088786,-0.4536576228035354,-0.4722649173161829,-0.49139971110254344,-0.5187107436314556,-0.5460217761603678,-0.57333280868928,-0.6006438412181923,-0.6279548737471045,-0.6544543736648062,-0.6750702621512318,-0.6956861506376575,-0.7163020391240831,-0.7369179276105087,-0.7575338160969343,-0.7786226599633918,-0.8018398030399928,-0.8250569461165937,-0.8482740891931948,-0.8714912322697957,-0.8947083753463967,-0.9192386790017308,-0.9478726094656058,-0.9765065399294808,-1.005140470393356,-1.033774400857231,-1.062408331321106,-1.0885742525322053,-1.1090637524619205,-1.1295532523916356,-1.1500427523213508,-1.1705322522510662,-1.1910217521807813,-1.2094579284997873,-1.2243007885000519,-1.2391436485003164,-1.253986508500581,-1.2688293685008456,-1.2836722285011102,-1.2952427047772201,-1.3023720888562633,-1.3095014729353065,-1.3145058744812317,-1.3169602969874155,-1.3194147194935995,-1.0735629818842445,-0.5638859491521225
0.28,-0.3748058700449932,-0.3923123830523137,-0.4098188960596342,-0.42732540906695465,-0.44483192207427513,-0.4623384350815956,-0.48041268402992965,-0.5072868400639741,-0.5341609960980185,-0.5610351521320629,-0.5879093081661073,-0.6147834642001517,-0.6407783644114581,-0.6603986599079127,-0.6800189554043674,-0.6996392509008221,-0.7192595463972767,-0.7388798418937315,-0.7589062778011061,-0.7807603455576204,-0.8026144133141347,-0.8244684810706491,-0.8463225488271635,-0.8681766165836778,-0.8915359350436663,-0.9195991619520116,-0.9476623888603569,-0.9757256157687023,-1.0037888426770476,-1.031852069585393,-1.0572085107715197,-1.0763393447965435,-1.0954701788215675,-1.1146010128465913,-1.133731846871615,-1.1528626808966391,-1.1701648881339137,-1.1842669984926273,-1.1983691088513408,-1.2124712192100544,-1.226573329568768,-1.2406754399274815,-1.2507736822609448,-1.2554381037029967,-1.2601025251450488,-1.263136571626516,-1.2642141681552812,-1.2652917646840465,-1.036975365722974,-0.5649278465539423
0.29,-0.37021016194688233,-0.3872386071056119,-0.40426705226434145,-0.42129549742307104,-0.4383239425818006,-0.45535238774053016,-0.4729307020487273,-0.49903198817367206,-0.5251332742986168,-0.5512345604235616,-0.5773358465485063,-0.6034371326734511,-0.628769988564372,-0.6485317252586199,-0.6682934619528678,-0.6880551986471155,-0.7078169353413634,-0.7275786720356112,-0.7475241228558516,-0.7682962872430585,-0.7890684516302655,-0.8098406160174725,-0.8306127804046795,-0.8513849447918864,-0.8734932036739067,-0.8997767578522184,-0.9260603120305303,-0.9523438662088421,-0.978627420387154,-1.0049109745654659,-1.0273748749984108,-1.0410535718170129,-1.0547322686356146,-1.0684109654542167,-1.0820896622728184,-1.0957683590914205,-1.1108772998987972,-1.1284891676865298,-1.1461010354742627,-1.1637129032619953,-1.181324771049728,-1.1989366388374607,-1.2103829815734586,-1.2134618260249588,-1.216540670476459,-1.2188494910738583,-1.2202342830463362,-1.2216190750188143,-1.0082690429271604,-0.5667632602673601
0.3,-0.36546301999866593,-0.3822928705772586,-0.39912272115585123,-0.41595257173444394,-0.4327824223130366,-0.44961227289162925,-0.4669452644831867,-0.4920769417756983,-0.5172086190682099,-0.5423402963607215,-0.567471973653233,-0.5926036509457446,-0.6171260676256631,-0.6372313448642821,-0.6573366221029011,-0.6774418993415201,-0.6975471765801391,-0.717652453818758,-0.7377314822880198,-0.7576923912951739,-0.7776533003023278,-0.7976142093094818,-0.8175751183166359,-0.83753602732379,-0.8585170252396818,-0.8826858009953791,-0.9068545767510765,-0.931023352506774,-0.9551921282624715,-0.9793609040181689,-0.9993579376265092,-1.009759964295928,-1.020161990965347,-1.030564017634766,-1.0409660443041846,-1.0513680709736035,-1.0654329863306367,-1.085907956890995,-1.1063829274513535,-1.1268578980117119,-1.1473328685720703,-1.1678078391324285,-1.180902634979938,-1.1839814794314385,-1.187060323882939,-1.1891392313649385,-1.1900182144835372,-1.190897197602136,-0.9886207821262516,-0.5704917556437227
0.31,-0.36071587805044947,-0.37734713404890524,-0.393978390047361,-0.4106096460458168,-0.42724090204427256,-0.44387215804272834,-0.4609598269176461,-0.48512189537772454,-0.5092839638378029,-0.5334460322978813,-0.5576081007579597,-0.5817701692180381,-0.6054821466869543,-0.6259309644699445,-0.6463797822529346,-0.6668286000359247,-0.6872774178189147,-0.7077262356019048,-0.7279388417201879,-0.7470884953472889,-0.76623814897439,-0.7853878026014911,-0.8045374562285922,-0.8236871098556933,-0.8435408468054566,-0.8655948441385396,-0.8876488414716227,-0.9097028388047058,-0.9317568361377888,-0.9538108334708719,-0.9733605415752149,-0.9871503844534558,-1.0009402273316967,-1.0147300702099378,-1.0285199130881786,-1.0423097559664196,-1.0571482330616562,-1.0738218200366352,-1.0904954070116142,-1.107168993986593,-1.123842580961572,-1.140516167936551,-1.1514222883864178,-1.1545011328379182,-1.1575799772894186,-1.1594289716560187,-1.1598021459207382,-1.1601753201854574,-0.9689725213253426,-0.5742202510200853
0.32,-0.35560271817465827,-0.37214080058060117,-0.3886788829865441,-0.405216965392487,-0.4217550477984299,-0.4382931302043729,-0.45522820054935353,-0.4783165839494197,-0.5014049673494858,-0.524493350749552,-0.5475817341496182,-0.5706701175496843,-0.5934001283758912,-0.6135319380416177,-0.6336637477073442,-0.6537955573730708,-0.6739273670387973,-0.6940591767045239,-0.7138729636707177,-0.7322556484890146,-0.7506383333073113,-0.7690210181256082,-0.7874037029439049,-0.8057863877622017,-0.8247519740121763,-0.8455391272361439,-0.8663262804601114,-0.8871134336840791,-0.9079005869080466,-0.9286877401320143,-0.9480221083101562,-0.9640150708828994,-0.9800080334556425,-0.9960009960283857,-1.0119939586011288,-1.027986921173872,-1.0432135367704027,-1.057099045158562,-1.0709845535467215,-1.0848700619348808,-1.09875557032304,-1.1126410787111995,-1.1219419417928975,-1.125020786244398,-1.1280996306958986,-1.1297187119470988,-1.1295860773579391,-1.1294534427687792,-0.9493242605244336,-0.5779487463964479
0.33,-0.34862582355901495,-0.365567599905542,-0.382509376252069,-0.39945115259859604,-0.4163929289451231,-0.43333470529165014,-0.4505669713433487,-0.47230182782520685,-0.49403668430706504,-0.5157715407889232,-0.5375063972707813,-0.5592412537526394,-0.5805823660925783,-0.5990688334036024,-0.6175553007146265,-0.6360417680256506,-0.6545282353366746,-0.6730147026476987,-0.6914991444899741,-0.7099744717228803,-0.7284497989557865,-0.7469251261886928,-0.765400453421599,-0.7838757806545051,-0.8028618732376799,-0.8234441075404435,-0.8440263418432072,-0.864608576145971,-0.8851908104487346,-0.9057730447514983,-0.9246934866805322,-0.9397918061499875,-0.9548901256194429,-0.9699884450888983,-0.9850867645583536,-1.000185084027809,-1.0144574028753297,-1.0272842206344646,-1.0401110383935994,-1.0529378561527343,-1.0657646739118691,-1.078591491671004,-1.0877930458687026,-1.0920745995187375,-1.0963561531687727,-1.0985539809069635,-1.0982513375509415,-1.0979486941949195,-0.9292652620356125,-0.5816772417728104
0.34,-0.3416489289433716,-0.35899439923048276,-0.3763398695175939,-0.39368533980470505,-0.4110308100918162,-0.4283762803789274,-0.4459057421373439,-0.46628707170099404,-0.48666840126464417,-0.5070497308282943,-0.5274310603919444,-0.5478123899555946,-0.5677646038092655,-0.5846057287655871,-0.6014468537219088,-0.6182879786782304,-0.6351291036345521,-0.6519702285908737,-0.6691253253092306,-0.6876932949567462,-0.7062612646042619,-0.7248292342517775,-0.7433972038992931,-0.7619651735468087,-0.7809717724631835,-0.8013490878447432,-0.821726403226303,-0.8421037186078628,-0.8624810339894224,-0.8828583493709822,-0.901364865050908,-0.9155685414170757,-0.9297722177832433,-0.9439758941494109,-0.9581795705155786,-0.9723832468817462,-0.9856255180770993,-0.997185330223527,-1.0087451423699547,-1.0203049545163825,-1.03186476666281,-1.0434245788092378,-1.0525394152365073,-1.0583360703306335,-1.06413272542476,-1.067113105817735,-1.0667139565693289,-1.0663148073209228,-0.9091447938521304,-0.585405737149173
0.35,-0.33467203432772835,-0.3524211985554236,-0.3701703627831189,-0.3879195270108141,-0.40566869123850935,-0.42341785546620464,-0.4412445129313391,-0.4602723155767812,-0.4793001182222233,-0.4983279208676654,-0.5173557235131075,-0.5363835261585497,-0.5549468415259526,-0.5701426241275719,-0.585338406729191,-0.6005341893308103,-0.6157299719324294,-0.6309257545340486,-0.6467515061284871,-0.6654121181906122,-0.6840727302527372,-0.7027333423148622,-0.7213939543769872,-0.7400545664391123,-0.7590816716886871,-0.779254068149043,-0.7994264646093988,-0.8195988610697547,-0.8397712575301105,-0.8599436539904664,-0.8780362434212841,-0.8913452766841639,-0.9046543099470438,-0.9179633432099237,-0.9312723764728036,-0.9445814097356835,-0.9567936332788691,-0.9670864398125896,-0.9773792463463101,-0.9876720528800307,-0.9979648594137511,-1.0082576659474716,-1.017285784604312,-1.0245975411425294,-1.031909297680747,-1.0356722307285064,-1.0351765755877167,-1.0346809204469267,-0.8890243256686488,-0.5891342325255355
0.36,-0.327695139712085,-0.3458479978803644,-0.36400085604864374,-0.3821537142169231,-0.4003065723852025,-0.4184594305534819,-0.4365832837253343,-0.4542575594525684,-0.4719318351798025,-0.48960611090703654,-0.5072803866342707,-0.5249546623615048,-0.5421290792426398,-0.5556795194895565,-0.5692299597364733,-0.58278039998339,-0.5963308402303068,-0.6098812804772236,-0.6243776869477434,-0.6431309414244779,-0.6618841959012124,-0.6806374503779469,-0.6993907048546812,-0.7181439593314157,-0.7371915709141907,-0.7571590484533426,-0.7771265259924945,-0.7970940035316465,-0.8170614810707983,-0.8370289586099503,-0.8547076217916598,-0.8671220119512519,-0.8795364021108442,-0.8919507922704363,-0.9043651824300284,-0.9167795725896206,-0.9279617484806386,-0.936987549401652,-0.9460133503226654,-0.9550391512436788,-0.9640649521646921,-0.9730907530857055,-0.9820321539721169,-0.9908590119544255,-0.9996858699367341,-1.004231355639278,-1.003639194606104,-1.00304703357293,-0.8689038574851667,-0.5928627279018981
0.37,-0.32071824509644176,-0.33927479720530523,-0.3578313493141687,-0.3763879014230322,-0.39494445353189567,-0.41350100564075914,-0.43192205451932947,-0.44824280332835553,-0.46456355213738165,-0.4808843009464077,-0.4972050497554338,-0.5135257985644599,-0.529311316959327,-0.5412164148515413,-0.5531215127437555,-0.5650266106359699,-0.5769317085281842,-0.5888368064203985,-0.602003867767,-0.6208497646583439,-0.6396956615496877,-0.6585415584410315,-0.6773874553323753,-0.6962333522237192,-0.7153014701396944,-0.7350640287576423,-0.7548265873755903,-0.7745891459935383,-0.7943517046114863,-0.8141142632294343,-0.8313790001620356,-0.84289874721834,-0.8544184942746444,-0.8659382413309489,-0.8774579883872533,-0.8889777354435578,-0.8991298636824083,-0.9068886589907145,-0.9146474542990207,-0.9224062496073269,-0.930165044915633,-0.9379238402239392,-0.9467785233399214,-0.9571204827663213,-0.9674624421927212,-0.9727904805500494,-0.9721018136244916,-0.9714131466989337,-0.8487833893016848,-0.5965912232782606
0.38,-0.31374135048079843,-0.3324548130185323,-0.3511682755562662,-0.36988173809400005,-0.3885952006317339,-0.4073086631694678,-0.4258094569003574,-0.44101388412516007,-0.45621831134996277,-0.4714227385747654,-0.4866271657995681,-0.5018315930243709,-0.5164542640598551,-0.5268592027227803,-0.5372641413857057,-0.547669080048631,-0.5580740187115564,-0.5684789573744816,-0.5804108043456513,-0.5992137387039201,-0.618016673062189,-0.636819607420458,-0.6556225417787268,-0.6744254761369957,-0.693411369365198,-0.7129690090619419,-0.732526648758686,-0.7520842884554302,-0.7716419281521741,-0.7911995678489182,-0.8080503785324116,-0.8186754824854282,-0.8293005864384448,-0.8399256903914616,-0.8505507943444782,-0.8611758982974949,-0.8702979788841779,-0.8767897685797769,-0.8832815582753759,-0.889773347970975,-0.8962651376665739,-0.902756927362173,-0.9115248927077261,-0.9233819535782172,-0.9352390144487082,-0.9413496054608207,-0.9405644326428789,-0.9397792598249373,-0.8286629211182029,-0.6003197186546232
0.39,-0.30471053611446436,-0.32263585450058396,-0.3405611728867035,-0.3584864912728231,-0.3764118096589427,-0.39433712804506227,-0.41207996844538375,-0.4269944000658346,-0.44190883168628536,-0.45682326330673617,-0.471737694927187,-0.4866521265476378,-0.5011940729434328,-0.5130355014604734,-0.524876929977514,-0.5367183584945546,-0.5485597870115951,-0.5604012155286358,-0.5732273981608065,-0.5904849743110625,-0.6077425504613186,-0.6250001266115747,-0.6422577027618308,-0.6595152789120868,-0.6771244477477361,-0.6958323437252389,-0.7145402397027418,-0.7332481356802448,-0.7519560316577477,-0.7706639276352505,-0.7867900403970166,-0.7969780517625882,-0.8071660631281597,-0.8173540744937313,-0.8275420858593029,-0.8377300972248745,-0.8463442061280886,-0.8522039857221773,-0.858063765316266,-0.8639235449103548,-0.8697833245044435,-0.8756431040985322,-0.8834347104424594,-0.893848081661167,-0.9042614528798748,-0.9096714514295868,-0.909077402776504,-0.9084833541234211,-0.8090228146889491,-0.6045166287992483
0.4,-0.2952636090086068,-0.3124708430410931,-0.3296780770735794,-0.3468853111060657,-0.364092545138552,-0.3812997791710383,-0.3983504799904102,-0.4129749160065091,-0.427599352022608,-0.442223788038707,-0.4568482240548059,-0.4714726600709048,-0.48593388182701064,-0.4992118001981665,-0.5124897185693224,-0.5257676369404782,-0.5390455553116341,-0.55232347368279,-0.5660678421047033,-0.5819112357550249,-0.5977546294053466,-0.6135980230556682,-0.6294414167059899,-0.6452848103563116,-0.6615895457997293,-0.6793359743465722,-0.6970824028934153,-0.7148288314402583,-0.7325752599871013,-0.7503216885339443,-0.7657930250697186,-0.7760316499800349,-0.7862702748903513,-0.7965088998006676,-0.806747524710984,-0.8169861496213003,-0.8254205563452693,-0.8306975812431304,-0.8359746061409915,-0.8412516310388525,-0.8465286559367136,-0.8518056808345746,-0.858149119511253,-0.865939834030612,-0.873730548549971,-0.8778795329481855,-0.8776584412010267,-0.8774373494538679,-0.7896154382713659,-0.6087176564388094
0.41,-0.28581668190274934,-0.30230583158160235,-0.31879498126045536,-0.3352841309393083,-0.3517732806181613,-0.36826243029701433,-0.38462099153543666,-0.3989554319471837,-0.4132898723589308,-0.4276243127706778,-0.44195875318242483,-0.4562931935941719,-0.4706736907105885,-0.48538809893585966,-0.5001025071611308,-0.5148169153864018,-0.529531323611673,-0.5442457318369441,-0.5589082860486,-0.5733374971989872,-0.5877667083493745,-0.6021959194997617,-0.6166251306501489,-0.6310543418005362,-0.6460546438517224,-0.6628396049679055,-0.6796245660840886,-0.6964095272002718,-0.7131944883164549,-0.729979449432638,-0.7447960097424206,-0.7550852481974818,-0.7653744866525429,-0.7756637251076042,-0.7859529635626653,-0.7962422020177266,-0.8044969065624503,-0.8091911767640837,-0.8138854469657171,-0.8185797171673505,-0.8232739873689838,-0.8279682575706172,-0.8328635285800469,-0.8380315864000571,-0.8431996442200674,-0.8460876144667845,-0.8462394796255496,-0.8463913447843148,-0.7702080618537828,-0.6129186840783702
0.42,-0.27636975479689185,-0.29214082012211157,-0.3079118854473312,-0.32368295077255094,-0.3394540160977706,-0.3552250814229903,-0.37089150308046304,-0.38493594788785823,-0.39898039269525337,-0.41302483750264857,-0.4270692823100437,-0.4411137271174389,-0.4554134995941663,-0.47156439767355274,-0.48771529575293915,-0.5038661938323256,-0.520017091911712,-0.5361679899910983,-0.5517487299924968,-0.5647637586429496,-0.5777787872934024,-0.5907938159438553,-0.6038088445943081,-0.6168238732447608,-0.6305197419037155,-0.6463432355892388,-0.6621667292747621,-0.6779902229602853,-0.6938137166458086,-0.7096372103313318,-0.7237989944151225,-0.7341388464149285,-0.7444786984147346,-0.7548185504145405,-0.7651584024143465,-0.7754982544141525,-0.7835732567796311,-0.7876847722850369,-0.7917962877904425,-0.7959078032958482,-0.800019318801254,-0.8041308343066597,-0.8075779376488406,-0.810123338769502,-0.8126687398901635,-0.8142956959853831,-0.8148205180500723,-0.8153453401147616,-0.7508006854361996,-0.6171197117179313
0.43,-0.2669228276910343,-0.28197580866262073,-0.2970287896342071,-0.3120817706057935,-0.32713475157737987,-0.3421877325489663,-0.35716201462548947,-0.3709164638285327,-0.384670913031576,-0.39842536223461933,-0.4121798114376626,-0.4259342606407059,-0.4401533084777441,-0.45774069641124576,-0.47532808434474744,-0.4929154722782491,-0.5105028602117507,-0.5280902481452524,-0.5445891739363935,-0.5561900200869119,-0.5677908662374304,-0.5793917123879487,-0.5909925585384671,-0.6025934046889855,-0.6149848399557087,-0.6298468662105721,-0.6447088924654354,-0.6595709187202988,-0.6744329449751622,-0.6892949712300255,-0.7028019790878244,-0.7131924446323752,-0.7235829101769261,-0.7339733757214769,-0.7443638412660277,-0.7547543068105785,-0.762649606996812,-0.76617836780599,-0.769707128615168,-0.7732358894243461,-0.776764650233524,-0.780293411042702,-0.7822923467176341,-0.7822150911389469,-0.7821378355602597,-0.7825037775039818,-0.7834015564745951,-0.7842993354452084,-0.7313933090186164,-0.6213207393574923
0.44,-0.2574759005851768,-0.27185374934388384,-0.28623159810259097,-0.30060944686129804,-0.3149872956200051,-0.3293651443787122,-0.3436983024160088,-0.3573387542714427,-0.3709792061268765,-0.3846196579823104,-0.3982601098377443,-0.4119005616931781,-0.4261670105831195,-0.44497193797324,-0.4637768653633605,-0.48258179275348095,-0.5013867201436014,-0.5201916475337219,-0.5374296178802903,-0.5476162815308743,-0.5578029451814582,-0.5679896088320422,-0.5781762724826262,-0.5883629361332101,-0.5994499380077017,-0.6133504968319052,-0.6272510556561087,-0.6411516144803122,-0.6550521733045157,-0.6689527321287192,-0.6818049637605264,-0.6922460428498219,-0.7026871219391176,-0.7131282010284132,-0.7235692801177088,-0.7340103592070045,-0.7417259572139928,-0.7446719633269431,-0.7476179694398934,-0.7505639755528438,-0.7535099816657941,-0.7564559877787445,-0.7570067557864278,-0.7543068435083918,-0.7516069312303558,-0.7507118590225804,-0.7519825948991178,-0.7532533307756551,-0.7119859326010332,-0.6255217669970533
0.45,-0.25355364399710184,-0.2670263480205375,-0.28049905204397313,-0.2939717560674088,-0.3074444600908444,-0.32091716411428006,-0.33441952838474626,-0.3483816264841861,-0.36234372458362585,-0.37630582268306567,-0.3902679207825055,-0.4042300188819453,-0.4186491564042892,-0.43638182974268774,-0.4541145030810863,-0.47184717641948487,-0.4895798497578834,-0.5073125230962819,-0.5235875367198363,-0.5333030816265912,-0.5430186265333462,-0.5527341714401012,-0.5624497163468561,-0.5721652612536112,-0.5828961335190913,-0.5967999037805874,-0.6107036740420837,-0.62460744430358,-0.6385112145650762,-0.6524149848265723,-0.6649602215492708,-0.6743808311327345,-0.6838014407161982,-0.6932220502996619,-0.7026426598831256,-0.7120632694665893,-0.7190397312267932,-0.7217389342962928,-0.7244381373657923,-0.7271373404352918,-0.7298365435047913,-0.7325357465742908,-0.7322591713741915,-0.7279440399510652,-0.7236289085279388,-0.7221343548006423,-0.7240244943083415,-0.7259146338160407,-0.6951608163621648,-0.6297227946366143
0.46,-0.2504990694932336,-0.2629205394508936,-0.27534200940855363,-0.28776347936621366,-0.3001849493238737,-0.3126064192815337,-0.3251407543534837,-0.3394244986969295,-0.35370824304037524,-0.36799198738382094,-0.3822757317272667,-0.3965594760707124,-0.4110890707558,-0.4274010804177908,-0.4437130900797816,-0.4600250997417724,-0.4763371094037632,-0.49264911906575404,-0.5077299650058645,-0.5172705741975135,-0.5268111833891626,-0.5363517925808116,-0.5458924017724606,-0.5554330109641095,-0.5661815655244374,-0.5807049493618872,-0.5952283331993369,-0.6097517170367867,-0.6242751008742364,-0.6387984847116861,-0.6512057846646504,-0.6587460916832981,-0.6662863987019458,-0.6738267057205936,-0.6813670127392413,-0.6889073197578891,-0.6947708666523209,-0.6977000833293748,-0.7006293000064288,-0.7035585166834827,-0.7064877333605366,-0.7094169500375906,-0.7096279749850564,-0.7061500254423667,-0.7026720758996771,-0.7013589614919719,-0.702643649246248,-0.7039283370005243,-0.6812315075288269,-0.6330543160045321
0.47,-0.24744449498936535,-0.2588147308812498,-0.2701849667731342,-0.2815552026650186,-0.292925438556903,-0.3042956744487874,-0.31586198032222135,-0.330467370909673,-0.3450727614971247,-0.3596781520845763,-0.37428354267202796,-0.3888889332594796,-0.40352898510731083,-0.4184203310928939,-0.433311677078477,-0.4482030230640601,-0.4630943690496432,-0.47798571503522624,-0.491872393291893,-0.501238066768436,-0.5106037402449789,-0.519969413721522,-0.5293350871980649,-0.5387007606746079,-0.5494669975297837,-0.5646099949431869,-0.5797529923565901,-0.5948959897699934,-0.6100389871833966,-0.6251819845967999,-0.6374513477800299,-0.6431113522338617,-0.6487713566876935,-0.6544313611415253,-0.6600913655953572,-0.665751370049189,-0.6705020020778486,-0.673661232362457,-0.6768204626470653,-0.6799796929316737,-0.683138923216282,-0.6862981535008904,-0.6869967785959212,-0.6843560109336684,-0.6817152432714154,-0.6805835681833016,-0.6812628041841547,-0.6819420401850079,-0.6672801649603826,-0.6363183590586861
0.48,-0.2443899204854971,-0.25470892231160586,-0.26502792413771464,-0.27534692596382343,-0.2856659277899322,-0.29598492961604106,-0.3065832062909588,-0.32151024312241644,-0.336437279953874,-0.3513643167853316,-0.36629135361678916,-0.3812183904482468,-0.39596889945882163,-0.409439581767997,-0.42291026407717236,-0.43638094638634767,-0.449851628695523,-0.46332231100469834,-0.47601482157792124,-0.4852055593393582,-0.49439629710079525,-0.5035870348622322,-0.5127777726236692,-0.5219685103851063,-0.5327524295351298,-0.5485150405244865,-0.5642776515138432,-0.5800402625032001,-0.5958028734925568,-0.6115654844819135,-0.6236969108954094,-0.6274766127844252,-0.6312563146734411,-0.635036016562457,-0.6388157184514729,-0.6425954203404887,-0.6462331375033762,-0.649622381395539,-0.6530116252877017,-0.6564008691798646,-0.6597901130720274,-0.6631793569641902,-0.6643655822067861,-0.6625619964249699,-0.6607584106431537,-0.6598081748746313,-0.6598819591220614,-0.6599557433694915,-0.6533288223919382,-0.63958240211284
